Video_Title,Comment_ID,Published_At,Like_Count,Comment,Comment_Length_raw,Comment_Length
Kacha Dacoits Kidnap A Citizen Who Leaving Home To Buy Solar Panels - 1 Crore Ransom Demanded,UgyTVAYp9soNYmjA3ox4AaABAg,2025-05-19 18:32:00+00:00,0,kavche k dako jahunumi ha,25,25
Kacha Dacoits Kidnap A Citizen Who Leaving Home To Buy Solar Panels - 1 Crore Ransom Demanded,UgxSt9DT26ftsmYGnCZ4AaABAg,2025-05-19 17:20:50+00:00,1,Kachy k dakon KO hakoomat thikany q nii lagati,46,46
Kacha Dacoits Kidnap A Citizen Who Leaving Home To Buy Solar Panels - 1 Crore Ransom Demanded,UgxSt9DT26ftsmYGnCZ4AaABAg.AIJU69ElpI5AIJXAW_vK_O,2025-05-19 17:47:38+00:00,0,Hakoomat k Apne bande hein,26,26
Kacha Dacoits Kidnap A Citizen Who Leaving Home To Buy Solar Panels - 1 Crore Ransom Demanded,UgzRmV3YpY0LDgOmzmB4AaABAg,2025-05-19 17:21:54+00:00,0,"Soo called laws,soo called government who agree with me?? Leave a like if you agree with me.",92,92
Kacha Dacoits Kidnap A Citizen Who Leaving Home To Buy Solar Panels - 1 Crore Ransom Demanded,Ugz6chi8smIclUR7ozR4AaABAg,2025-05-21 02:46:26+00:00,1,انڈیا کا s400 تباہ ہو سکتا ہے ہیڈ کوارٹرز تباہ ہو سکتے ہیں چوکیاں تباہ ہو سکتی ہیں پاکستان میں بیٹھ کر لیکن کچے کے ڈاکوؤں کے ٹھکانے کیوں تباہ نہیں ہو سکتے کیا ان ڈاکوؤں کے خاتمے کے لئیے کوئی ٹیکنالوجی نہیں ہے ریاست کے لئیے سوالیہ نشان؟؟؟؟؟؟؟,241,241
Kacha Dacoits Kidnap A Citizen Who Leaving Home To Buy Solar Panels - 1 Crore Ransom Demanded,UgzFt0mQDDLaNLAucDF4AaABAg,2025-05-20 00:42:08+00:00,2,کوئی سستا ٹریکٹر خریدنے نکلا ،، کسی کا بڑا انعام 🎁 نکل آیا ،، کوئی سیل فون پر بےوقوف 🎃 بنا --- اور محترم کچے کے عظیم ڈاکووں کے ہاتھ چڑھ گیا 😆 😂 🤣,145,145
Kacha Dacoits Kidnap A Citizen Who Leaving Home To Buy Solar Panels - 1 Crore Ransom Demanded,UgwNtClJClQlfD7uqdp4AaABAg,2025-05-20 00:42:20+00:00,2,کوئی سستا ٹریکٹر خریدنے نکلا ،، کسی کا بڑا انعام 🎁 نکل آیا ،، کوئی سیل فون پر بےوقوف 🎃 بنا --- اور محترم کچے کے عظیم ڈاکووں کے ہاتھ چڑھ گیا 😆 😂 🤣,145,145
Solar Powered Laptop - No Need For Electricity Or Wires - How Much Does It Cost?,Ugxu8ElWgqlsS8RLdXh4AaABAg,2025-03-20 21:31:18+00:00,1,Amazing if true,15,15
Solar Powered Laptop - No Need For Electricity Or Wires - How Much Does It Cost?,Ugw3UDV6haixj1cZ1Al4AaABAg,2025-03-21 08:36:16+00:00,0,Very good,9,9
Solar Powered Laptop - No Need For Electricity Or Wires - How Much Does It Cost?,UgxlOzV1VSZJjQ7YmiF4AaABAg,2025-03-21 04:27:43+00:00,0,Kitna ka ha pkr ma,18,18
Solar Powered Laptop - No Need For Electricity Or Wires - How Much Does It Cost?,Ugyhr64LFSgnJSpOTAt4AaABAg,2025-03-21 10:45:43+00:00,0,Chinese are truly amazing.  😂,29,29
Bad News For Solar Net Metering Users - Government Will Now Buy Units At Rs: 10 Instead Of Rs:27,UgwprzA4AOwTd2vBwkp4AaABAg,2025-03-20 10:56:28+00:00,0,A very good news because ghareeb admi ki bijli bechey ga..yeh sb ameer admi ki moj mastian hn...,96,96
Bad News For Solar Net Metering Users - Government Will Now Buy Units At Rs: 10 Instead Of Rs:27,Ugx0f4eBsT9dapcchEh4AaABAg,2025-03-19 23:03:20+00:00,0,Old story,9,9
Bad News For Solar Net Metering Users - Government Will Now Buy Units At Rs: 10 Instead Of Rs:27,UgyjvDdCRycG-okldR94AaABAg,2025-03-20 01:07:34+00:00,0,Unit SE unit minus ni hoga aisa hi ha?,38,38
Bad News For Solar Net Metering Users - Government Will Now Buy Units At Rs: 10 Instead Of Rs:27,UgyG5oagMDX1h0wAKr94AaABAg,2025-03-21 06:00:02+00:00,0,"بیوروکریٹس کے فری کے بجلی کی یونٹ ختم کیے جائیں۔
ای پی پیز (ipps) سے بھی بجلی کا یونٹ دس روپے کا لیں۔ عوام کو لوٹنا بند لیا جائے ۔
پاکستان ایک غریب ملک ہے،  بجلی اور پیڑول پر ٹیکس بالکل ختم کیا جائے۔",199,199
Dramatic Robbery at Cricketer Umar Akmal's Father's Farmhouse - Thieves Stole All the Solar System,Ugzqjm3wZN7jVgpim-x4AaABAg,2025-03-22 06:56:07+00:00,0,Umar akmal best middle order player 🌟🌹❤️🌹🌹❤️🌹🌹❤️🌹🌹❤️🌹,53,53
Dramatic Robbery at Cricketer Umar Akmal's Father's Farmhouse - Thieves Stole All the Solar System,Ugxe3nATb9FM2A1UBv54AaABAg,2025-03-17 19:46:20+00:00,1,"Juway ki kumie 
Asy hi Nklti ha 😅",33,33
Dramatic Robbery at Cricketer Umar Akmal's Father's Farmhouse - Thieves Stole All the Solar System,UgwLqW_dKKf2HACGbCN4AaABAg,2025-03-17 20:31:18+00:00,0,Yehto khudh chore hy fixing k,29,29
Dramatic Robbery at Cricketer Umar Akmal's Father's Farmhouse - Thieves Stole All the Solar System,UgxIeKJ1XjD-mI-L9Z14AaABAg,2025-03-17 21:24:37+00:00,1,یہ پکی بات ہے وہی لڑکے گیم ڈھال کے ھیں,38,38
Dramatic Robbery at Cricketer Umar Akmal's Father's Farmhouse - Thieves Stole All the Solar System,UgxbaYHscwltNbRmWyh4AaABAg,2025-03-20 19:51:52+00:00,0,Thieves were those who fitted the panels.,41,41
Dramatic Robbery at Cricketer Umar Akmal's Father's Farmhouse - Thieves Stole All the Solar System,Ugyb86mhUoiPxo-tvYl4AaABAg,2025-03-25 01:04:56+00:00,0,Hair gaun bediya road par h inka fom house mery gahr k qareeb 😂😂😂😂,66,66
Dramatic Robbery at Cricketer Umar Akmal's Father's Farmhouse - Thieves Stole All the Solar System,Ugx1En9aShqQLfUYagN4AaABAg,2025-03-17 16:33:22+00:00,0,Ye he  ho ga g,14,14
Dramatic Robbery at Cricketer Umar Akmal's Father's Farmhouse - Thieves Stole All the Solar System,Ugy0UF3CUrYIS1MQ2WN4AaABAg,2025-03-21 14:59:22+00:00,0,Yeh bhi involve lag rha,23,23
Dramatic Robbery at Cricketer Umar Akmal's Father's Farmhouse - Thieves Stole All the Solar System,Ugwax10tln7XxwWKt294AaABAg,2025-03-17 18:56:59+00:00,0,Pakistan ka allha he hafz he,28,28
Dramatic Robbery at Cricketer Umar Akmal's Father's Farmhouse - Thieves Stole All the Solar System,UgwyhIKLfz7NKeyYCgB4AaABAg,2025-03-25 01:03:08+00:00,0,Inka ye fom house bediya road par h mery gahr k qareeb hi kisi gareeb ko ye andr nhi jany dety haram ki kamai sy house bnya koi gareeb ly gaya acha howa 😂😂😂😂,157,157
Dramatic Robbery at Cricketer Umar Akmal's Father's Farmhouse - Thieves Stole All the Solar System,UgyqC5M4geuJ1eiXaS94AaABAg,2025-03-18 08:49:25+00:00,0,میچ فکسنگ سے کافی حرام مال بنایا تھا 😂,38,38
Dramatic Robbery at Cricketer Umar Akmal's Father's Farmhouse - Thieves Stole All the Solar System,Ugwc2E8G9G8jWxU8DQt4AaABAg,2025-03-17 18:48:51+00:00,1,کرکٹر عمر اکمل اور کامران اکمل ( دونوں بھائیوں )  نے آخر سرکاری کرکٹ کو دیا ہی کیا ہے ؟؟؟ 😕 ان دو بھائیوں نے کبھی کوئی اچھی انٹرنیشنل کرکٹ 🏏  نہیں کھیلی 😕 ایک بھائی سرکاری کرکٹ ٹیم کا حصہ تھا ،، وہ اپنے دوسرے بھائی کو بھی سرکاری کرکٹ ٹیم میں کھینچ لایا تھا 😕,258,258
Dramatic Robbery at Cricketer Umar Akmal's Father's Farmhouse - Thieves Stole All the Solar System,UgyeBIYJMm5_sdTIikV4AaABAg,2025-04-16 03:28:34+00:00,0,Fazool log fazool news,22,22
Dramatic Robbery at Cricketer Umar Akmal's Father's Farmhouse - Thieves Stole All the Solar System,UgxoXiRF-T_5Q4rjj8V4AaABAg,2025-03-21 16:33:02+00:00,0,Cctv lagva lo,13,13
Dramatic Robbery at Cricketer Umar Akmal's Father's Farmhouse - Thieves Stole All the Solar System,UgxtiVUtBLudlQaijqh4AaABAg,2025-03-17 17:17:24+00:00,0,السلام علیکم پیارے بھائی اردو پوائنٹ والے، ناراض نہیں ہونا مگر پہلے آپ تھوڑا سیکھ لیں بعد میں پروگرام کیا کریں۔,112,112
Dramatic Robbery at Cricketer Umar Akmal's Father's Farmhouse - Thieves Stole All the Solar System,Ugw7wlTMovzyAivHoe14AaABAg,2025-03-17 16:20:53+00:00,4,Umer akmal 2 number sa banda hai,32,32
Dramatic Robbery at Cricketer Umar Akmal's Father's Farmhouse - Thieves Stole All the Solar System,Ugz8K6n0CyJ-dKg9WbF4AaABAg,2025-03-17 18:49:00+00:00,0,کرکٹر عمر اکمل اور کامران اکمل ( دونوں بھائیوں )  نے آخر سرکاری کرکٹ کو دیا ہی کیا ہے ؟؟؟ 😕 ان دو بھائیوں نے کبھی کوئی اچھی انٹرنیشنل کرکٹ 🏏  نہیں کھیلی 😕 ایک بھائی سرکاری کرکٹ ٹیم کا حصہ تھا ،، وہ اپنے دوسرے بھائی کو بھی سرکاری کرکٹ ٹیم میں کھینچ لایا تھا 😕,258,258
Dramatic Robbery at Cricketer Umar Akmal's Father's Farmhouse - Thieves Stole All the Solar System,UgySIzoNWPzE1UWehUZ4AaABAg,2025-03-17 18:49:12+00:00,0,کرکٹر عمر اکمل اور کامران اکمل ( دونوں بھائیوں )  نے آخر سرکاری کرکٹ کو دیا ہی کیا ہے ؟؟؟ 😕 ان دو بھائیوں نے کبھی کوئی اچھی انٹرنیشنل کرکٹ 🏏  نہیں کھیلی 😕 ایک بھائی سرکاری کرکٹ ٹیم کا حصہ تھا ،، وہ اپنے دوسرے بھائی کو بھی سرکاری کرکٹ ٹیم میں کھینچ لایا تھا 😕,258,258
Thieves Wiped Out The Shop In 14 Minutes - 52 Lakh Worth Of Solar Equipment Stolen In Faisalabad,Ugy1BvwJfIRZf_RDzjd4AaABAg,2025-02-10 14:32:41+00:00,1,Chor hain ye tajar,18,18
Thieves Wiped Out The Shop In 14 Minutes - 52 Lakh Worth Of Solar Equipment Stolen In Faisalabad,UgxP2XaKslakaWtzfOZ4AaABAg,2025-02-11 05:29:00+00:00,0,Allah Pak chor ko nishan.a.ibrat bnaaey.... aameen,50,50
Thieves Wiped Out The Shop In 14 Minutes - 52 Lakh Worth Of Solar Equipment Stolen In Faisalabad,UgwsJuLYuZK9e7vWfIJ4AaABAg,2025-02-12 06:13:41+00:00,0,Han bhai ne abhi fuji baetha dia h Dunoon p😊,44,44
Thieves Wiped Out The Shop In 14 Minutes - 52 Lakh Worth Of Solar Equipment Stolen In Faisalabad,Ugy9ZYATxV3WhpS5Tst4AaABAg,2025-02-11 10:17:36+00:00,0,Challan kri ja rha ho idr bhi tawajo do,39,39
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",UgwYjHZIXWEZSmisRZd4AaABAg,2025-02-02 12:51:19+00:00,9,اس ملک  میں تباہی اسی لئیے ہی ہوئی ہے کوئی کام کرنا ہی نہیں چاہتا جب لوگوں نے بل جمع کروانے بند کر دیئے تو سب کو ہوش آجایئگا,124,124
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",UgwcMFqkF2X9c9emeaB4AaABAg,2025-02-02 12:56:22+00:00,5,G Rishwat La kr bhi Nhi krta 6 months tak zaleel krta,53,53
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",UgwcMFqkF2X9c9emeaB4AaABAg.AE23_TdSLJ9AGIBXZ1hAMf,2025-03-30 12:16:31+00:00,0,"🇮🇳A salamwale kun.m..humara 200 unit free+,Bus (ladies) free..Pani free+ Ration free+. 4 Baccha school fees, books notebooks+ uniform+ din ka khana..free..( +German/Spanish/French language free)Government naukri..hum India main khush..Aap bhi khush raho😊🙏",255,255
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",UgxLHUZ9n-XuzPFa-f14AaABAg,2025-02-04 09:10:25+00:00,1,Wapda ko chahie Suraj per tax lagaye,36,36
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",Ugyz-WN0hNsVMXbhL1J4AaABAg,2025-02-02 12:32:04+00:00,1,Always 1😊,9,9
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",UgwByO2GuaR3nifZ5ah4AaABAg,2025-02-02 14:15:04+00:00,0,وقاص خلیل رانا بہت ھی اچھا انساں اور سولر ڈڈٹیبیوٹر ھے,54,54
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",Ugy9BWqzgYEXqDe6lWB4AaABAg,2025-02-02 12:57:46+00:00,1,وابڈا والے رشوت لے کر میٹر لگا جاتے ہیں مگر میٹر رجسٹر نہیں ہوتا تو جب تک ریگولائیز نہیں ہوگا تب تک اس کا بل نہیں بنتا۔۔۔,121,121
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",Ugye1h_YA-FUig1tSZB4AaABAg,2025-02-04 18:05:20+00:00,0,واپڈا کو مکمل نجی شعبے کو دے دینا چاہیے,39,39
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",UgyaBpuTtPD0QrursOh4AaABAg,2025-02-08 06:43:36+00:00,0,How can I Kontakt  with urdupoint,33,33
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",UgyI1vXCDFtl2UVJPzp4AaABAg,2025-02-02 13:19:09+00:00,1,interviewer doesn't have any idea what he is asking about.....,62,62
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",UgxWoY3HcYAHWveypud4AaABAg,2025-02-02 17:39:00+00:00,0,پاکستان میں سب سے اچھی کارکردگی کے الیکٹرک کی ہے نیٹ میڑ میں بھی کوئی مسلہ نہیں اتا اور پہلے  مہینے سے یہ نیٹ میٹر کا بل انا شروع ہو جاتا ہے کوئی پریشانی نہیں ہوتی,163,163
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",UgwKG7BSfnm0vmXKISl4AaABAg,2025-02-03 09:25:30+00:00,0,I think wapda k bajay .... independent solar system better hy........electric  companies ny rate he itny down kar dyny hyn k net metering ka koi benifit awam ko nai milna....mily ga to bus wajaa😂😂😂,197,197
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",Ugzc6wRGSDCdaJu0EPJ4AaABAg,2025-02-03 02:13:16+00:00,0,"صرف حکمرانوں کی غلطی ہے انہیں صرف آپ کا پیسہ چاہیے مزید کچھ عرصہ تک 
کیونکہ یہ میرا پاکستان ہے مظلوموں کا پاکستان یہاں سب کچھ کیا جاتا ہے",137,137
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",UgzOqBprZgSyMBIBGWx4AaABAg,2025-02-02 13:31:12+00:00,1,8 month bill nai ayaa Ma na mco k lia 30000 rishwat lesco ku di abhi pahla bill ayaa wo bhi 119000.,99,99
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",UgzOqBprZgSyMBIBGWx4AaABAg.AE27Z_Ln_EmAGIBcOjz0EW,2025-03-30 12:17:19+00:00,0,"😂🇮🇳A salamwale kun.m..humara 200 unit free+,Bus (ladies) free..Pani free+ Ration free+. 4 Baccha school fees, books notebooks+ uniform+ din ka khana..free..( +German/Spanish/French language free)Government naukri..hum India main khush..Aap bhi khush raho😊🙏",256,256
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",Ugw7xtBjcG79dB35Efl4AaABAg,2025-02-03 20:05:16+00:00,1,"10 lac mein 10 kva , sir kon dei rha hai kindly share krein",59,59
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",Ugw7xtBjcG79dB35Efl4AaABAg.AE5PScHqYdeAGIB_55Gt6U,2025-03-30 12:16:52+00:00,0,"🇮🇳A salamwale kun.m..humara 200 unit free+,Bus (ladies) free..Pani free+ Ration free+. 4 Baccha school fees, books notebooks+ uniform+ din ka khana..free..( +German/Spanish/French language free)Government naukri..hum India main khush..Aap bhi khush raho😊🙏",255,255
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",UgxuOKUwwN-pbKa9mQ14AaABAg,2025-02-03 18:13:01+00:00,0,#say no to wapda corruption,27,27
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",UgxuOKUwwN-pbKa9mQ14AaABAg.AE5CbVwi8HZAEBJyOooTF8,2025-02-06 03:12:45+00:00,0,Yes keh kon raha hai!,21,21
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",Ugy_UoV6kQqmnVe5i5F4AaABAg,2025-02-02 13:19:30+00:00,0,"BAHI  GREEN  METER  KEE  APPROVAL / KEAY  X. E. N  KOO  50  HAZAR  DOO, S. D. O  ,L. S  KOO  INSTLATTION  KEAY  SEPRATE  RISHWAIT  20  HAZAR  DOO, PHAR  M. C. O  FEED  KEATWANY  KA  10  HAZAR  DOO, DISCO, S  ZINDA  BAD, KEASI  QASIM  KEE  KOI  CORRUPTION  NAHIE",261,261
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",Ugy_UoV6kQqmnVe5i5F4AaABAg.AE26DrIfCMbAGIBmRL_TbW,2025-03-30 12:18:41+00:00,0,"😂Tum katwa lo..🇮🇳A salamwale kun.m..humara 200 unit free+,Bus (ladies) free..Pani free+ Ration free+. 4 Baccha school fees, books notebooks+ uniform+ din ka khana..free..( +German/Spanish/French language free)Government naukri..hum India main khush..Aap bhi khush raho😊🙏",270,270
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",Ugy_UoV6kQqmnVe5i5F4AaABAg.AE26DrIfCMbAGIBnydzTh0,2025-03-30 12:18:54+00:00,0,"🇮🇳A salamwale kun.m..humara 200 unit free+,Bus (ladies) free..Pani free+ Ration free+. 4 Baccha school fees, books notebooks+ uniform+ din ka khana..free..( +German/Spanish/French language free)Government naukri..hum India main khush..Aap bhi khush raho😊🙏",255,255
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",UgypcKzAsfpOnGGEDF54AaABAg,2025-02-04 05:41:49+00:00,0,Mera 7 momths bad bill aya 90k bill aya hala k 3875 units hum ne wapda do dye apne cutwa k 😢,92,92
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",UgypcKzAsfpOnGGEDF54AaABAg.AE6RRRFO5gLAGIBhtbxGWi,2025-03-30 12:18:04+00:00,0,"😂🇮🇳A salamwale kun.m..humara 200 unit free+,Bus (ladies) free..Pani free+ Ration free+. 4 Baccha school fees, books notebooks+ uniform+ din ka khana..free..( +German/Spanish/French language free)Government naukri..hum India main khush..Aap bhi khush raho😊🙏",256,256
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",UgwFqkx8QdAiYlcfVvR4AaABAg,2025-02-08 14:58:48+00:00,0,Awam ko Lotna hy bs jasy b Lot Ly...,36,36
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",UgwFqkx8QdAiYlcfVvR4AaABAg.AEHjMQf2dJcAGIBeqREzDq,2025-03-30 12:17:39+00:00,0,"😂🇮🇳A salamwale kun.m..humara 200 unit free+,Bus (ladies) free..Pani free+ Ration free+. 4 Baccha school fees, books notebooks+ uniform+ din ka khana..free..( +German/Spanish/French language free)Government naukri..hum India main khush..Aap bhi khush raho😊🙏",256,256
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",Ugxqr80cahfIi8iT5Kx4AaABAg,2025-02-04 16:49:51+00:00,0,GOVT CHOR WAPDA CHOR,20,20
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",Ugxqr80cahfIi8iT5Kx4AaABAg.AE7ctI8mvRFAEA1F2U32iK,2025-02-05 15:09:54+00:00,1,Jesi awaam wesi Govt,20,20
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",Ugz9gfs61sVqq9UvrgZ4AaABAg,2025-03-30 12:15:01+00:00,0,"🇮🇳A salamwale kun.m..humara 200 unit free+,Bus (ladies) free..Pani free+ Ration free+. 4 Baccha school fees, books notebooks+ uniform+ din ka khana..free..( +German/Spanish/French language free)Government naukri..hum India main khush..Aap bhi khush raho😊🙏",255,255
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",UgyHyo8rgSlJJj0KQPF4AaABAg,2025-02-08 12:20:35+00:00,0,Fraud v log,11,11
"Millions in Electricity Bills for Solar Users - WAPDA Has Delayed NOCs, Solar Users Are Very Worried",UgxJ-XTy1AGBvS-7ivl4AaABAg,2025-02-02 16:00:04+00:00,1,"Bill dena band karo. 
Choro ko bill dena band karo.
Band.
Band.
Bilkul band!",76,76
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,Ugy2hWpAtdGMai5t1vt4AaABAg,2025-01-10 12:03:14+00:00,27,"واپدا""سے جان چھوٹی اللہ کا شکر ادا کرو😂😂😂",41,41
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,UgyExYiZnbM7yBBo2494AaABAg,2025-01-11 08:50:48+00:00,8,وپڈہ ایک غریب آدمی کو تنگ کرتے ہیں شکریہ ادا کرنا آللہ تعالیٰ لمبی عمر زندگی عطا فرمائے آمین ثمہ آمین یا رب العالمین,116,116
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,Ugz8ONT5H1eo1Hq8wjF4AaABAg,2025-01-13 14:31:15+00:00,9,بجلی کے تاروں سے پاک گلیاں کتنی اچھی لگ رہی ہیں,47,47
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,UgxWuET-hHGYoWfO1It4AaABAg,2025-01-10 12:01:55+00:00,24,انشاءاللہ  اب پورھ پاکستان  سولر لگا کر اس واپڈا  مافیا کو سبزی فروخت کرنے پر مجبور ھونگے  جس طرح  پی ٹی سی ایل    کا حال  ھوا  ھے,130,130
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,UgxhTkKgovYHaaar_HV4AaABAg,2025-01-26 16:33:44+00:00,0,SALUTE SUCH BRAVE & INTELIGENT PEOPLES -- MM.ALI,48,48
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,Ugw9JyH3uBXdnnT8Q654AaABAg,2025-01-10 18:11:42+00:00,6,Ahlu road pr bhi buhat c choti choti societies esi hi hn,56,56
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,UgzOC9xReqrB3QyBYup4AaABAg,2025-01-12 10:36:59+00:00,4,اللہ تعالیٰ کا شکر ادا کریں کہ ٹھگوں سے بچے ہوئے ہیں,52,52
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,Ugx0HEbSOlPH3Q_RaOR4AaABAg,2025-01-10 17:35:32+00:00,10,اس حکومت سے کوئی توقع نہیں رکھنی چاہیئے اپنی مدد آپ کے تحت نظام چلانا بہتر ہے ۔,79,79
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,UgxsY9m_CrAlCNTZ8C54AaABAg,2025-01-10 17:23:41+00:00,12,اچھا ہی ہے واپڈا والوں سے بچے رہیں اور کوشش کرتے رہیں آہستہ آہستہ اپنی پلیٹوں کو بڑھاہیں اور اسی طرح بیک اپ بیٹری 🔋 بڑھا لیں,124,124
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,UgwdHdt-RhC2Jp4SwjB4AaABAg,2025-01-10 13:24:13+00:00,5,same situation,14,14
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,UgwP200Jc4LZgeBl3ip4AaABAg,2025-01-10 17:06:04+00:00,4,Wapda walo ka elaj hai ye in k bill bohat hai yahi hona chahiye,63,63
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,Ugy4ns6sBYRn59Whd9V4AaABAg,2025-01-14 15:57:05+00:00,2,❤❤❤❤ great work,15,15
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,UgzRxlgrpCIn6Bun5bl4AaABAg,2025-01-31 06:14:21+00:00,0,Well done 👏,11,11
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,UgwOfFonCO392HOFpOl4AaABAg,2025-01-11 08:09:03+00:00,2,"Asi Housing Societies jo approved nahi hn wahn asa e topi darama karti govt 
Uss fraud insan ko ni pakarti jo zameen illegally sale kar gaya ha balke bachari mazloom awam ko tang karte hn 😢",189,189
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,Ugz73EOdLf4JWQm5YMZ4AaABAg,2025-01-10 21:17:15+00:00,5,"Sary Pakistan ko solar panels Pr shift ho Jana chaehy 
Ta k WAPDA Pr her Lamha Lahnat bheji ja saky..",101,101
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,Ugwr_OhWqBts3FjzlDh4AaABAg,2025-01-26 16:36:18+00:00,0,SALUTE SALUTE SALUTE THESE REAL MUSLIMS,39,39
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,Ugwhr-cMqMNC5rV2_UB4AaABAg,2025-01-14 08:41:13+00:00,2,Achi bat hy Wapda ko Wasy b khasi ho gaya hy,44,44
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,Ugzxr2Mfz9x-aBiyF1Z4AaABAg,2025-01-10 13:53:38+00:00,5,Wapda phir b nhi chorega solar pe jurmana kr daingy 😂,53,53
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,UgxNsLx5uPjWnH35gJ14AaABAg,2025-01-15 07:34:00+00:00,1,Jis tarah yeh log platoo ko saf kar rahe hai wo kafi dangerous hai,66,66
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,UgxIzj0oS8cOjuF0cA94AaABAg,2025-01-12 09:08:01+00:00,2,See green cap extension wahan chori ki bijli tu chal skti hai lekn wapda electricity provide ne krna chahty,107,107
A Street In Lahore Is Fully Powered By Solar Energy After Wapda Refused To Provide Electricity Meter,Ugz_7cqp0FV92ilUqQd4AaABAg,2025-01-10 13:16:52+00:00,5,"Bht acha kam kiya ha in logo ny... 
LAHORE ka area ha. Or yahan bijli ni lag rahai.. 
Allah hi waris ha Pakistan ka. Sare bagerat hukmaran mily hain hamy.",154,154
